Áfríkà	África
Tom Hanks	Tom Hanks
Oṣù Kínní 17	17 de janeiro
Oṣù Kínní 18	18 de janeiro
Oṣù Kínní 19	19 de janeiro
Oṣù Kínní 20	20 de janeiro
Oṣù Kínní 21	21 de janeiro
Oṣù Kínní 22	22 de janeiro
Oṣù Kínní 23	23 de janeiro
Ilẹ̀ Ọbalúayé Rómù	Império Romano
Oṣù Kínní 24	24 de janeiro
Oṣù Kínní 25	25 de janeiro
Minsk	Minsk
Oṣù Kínní 26	26 de janeiro
Microsoft	Microsoft
Oṣù Kínní 27	27 de janeiro
28 January	28 de janeiro
Oṣù Kínní 29	29 de janeiro
Oṣù Kínní 30	30 de janeiro
Oṣù Kínní 31	31 de janeiro
Prótọ̀nù	Próton
2 December	2 de dezembro
1 December	1 de dezembro
3 December	3 de dezembro
7 December	7 de dezembro
5 December	5 de dezembro
8 December	8 de dezembro
10 December	10 de dezembro
6 December	6 de dezembro
9 December	9 de dezembro
4 December	4 de dezembro
1 February	1 de fevereiro
2 February	2 de fevereiro
3 February	3 de fevereiro
Kurów	Kurów
4 February	4 de fevereiro
5 February	5 de fevereiro
6 February	6 de fevereiro
7 February	7 de fevereiro
8 February	8 de fevereiro
9 February	9 de fevereiro
10 February	10 de fevereiro
Kẹ́místrì	Química
14 February	14 de fevereiro
13 February	13 de fevereiro
15 February	15 de fevereiro
11 February	11 de fevereiro
12 February	12 de fevereiro
Smolensk	Smolensk
19 February	19 de fevereiro
17 February	17 de fevereiro
16 February	16 de fevereiro
18 February	18 de fevereiro
20 February	20 de fevereiro
21 February	21 de fevereiro
22 February	22 de fevereiro
23 February	23 de fevereiro
24 February	24 de fevereiro
25 February	25 de fevereiro
26 February	26 de fevereiro
27	27
27 February	27 de fevereiro
28 February	28 de fevereiro
11 December	11 de dezembro
29 February	29 de fevereiro
12 December	12 de dezembro
C Sharp	C Sharp
13 December	13 de dezembro
14 December	14 de dezembro
15 December	15 de dezembro
2 March	2 de março
3 March	3 de março
5 March	5 de março
1 March	1 de março
7 March	7 de março
8 March	8 de março
4 March	4 de março
10 March	10 de março
11 March	11 de março
6 March	6 de março
13 March	13 de março
9 March	9 de março
12 March	12 de março
15 March	15 de março
14 March	14 de março
C++	C++
16 December	16 de dezembro
17 December	17 de dezembro
16 March	16 de março
17 March	17 de março
18 March	18 de março
19 March	19 de março
1989	1989
1988	1988
20 March	20 de março
1987	1987
1986	1986
1985	1985
1984	1984
21 March	21 de março
1983	1983
22 March	22 de março
1982	1982
1981	1981
18 December	18 de dezembro
1980	1980
23 March	23 de março
Mogadishu	Mogadíscio
19 December	19 de dezembro
24 March	24 de março
25 March	25 de março
20 December	20 de dezembro
26 March	26 de março
27 March	27 de março
28 March	28 de março
29 March	29 de março
30 March	30 de março
31 March	31 de março
Nassau, Àwọn Bàhámà	Nassau (Bahamas)
Gáláksì Andromẹ́dà	Galáxia de Andrômeda
Sana'a	Saná
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Pópù Benedict 16k	Papa Bento XVI
Ludwig Erhard	Ludwig Erhard
15 April	15 de abril
13 April	13 de abril
12 April	12 de abril
14 April	14 de abril
11 April	11 de abril
10 April	10 de abril
8 April	8 de abril
9 April	9 de abril
7 April	7 de abril
6 April	6 de abril
5 April	5 de abril
4 April	4 de abril
3 April	3 de abril
1 April	1 de abril
2 April	2 de abril
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Tẹ́lískópù Òfurufú Hubble	Telescópio espacial Hubble
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16 April	16 de abril
17 April	17 de abril
18 April	18 de abril
19 April	19 de abril
20 April	20 de abril
21 April	21 de abril
22 April	22 de abril
23 April	23 de abril
24 April	24 de abril
Gerhard Schröder	Gerhard Schröder
25 April	25 de abril
26 April	26 de abril
27 April	27 de abril
28 April	28 de abril
29 April	29 de abril
30 April	30 de abril
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 May	1 de maio
2 May	2 de maio
3 May	3 de maio
4 May	4 de maio
5 May	5 de maio
Johannes Rau	Johannes Rau
6 May	6 de maio
7 May	7 de maio
8 May	8 de maio
9 May	9 de maio
10 May	10 de maio
11 May	11 de maio
12 May	12 de maio
13 May	13 de maio
14 May	14 de maio
15 May	15 de maio
Roman Herzog	Roman Herzog
Richard von Weizsäcker	Richard von Weizsäcker
Karl Carstens	Karl Carstens
Walter Scheel	Walter Scheel
Gustav Heinemann	Gustav Heinemann
16 May	16 de maio
17 May	17 de maio
18 May	18 de maio
19 May	19 de maio
20 May	20 de maio
21 May	21 de maio
22 May	22 de maio
Heinrich Lübke	Heinrich Lübke
23 May	23 de maio
24 May	24 de maio
25 May	25 de maio
26 May	26 de maio
27 May	27 de maio
28 May	28 de maio
29 May	29 de maio
30 May	30 de maio
31 May	31 de maio
Theodor Heuss	Theodor Heuss
21 December	21 de dezembro
Pópù Pius 12k	Papa Pio XII
14 June	14 de junho
15 June	15 de junho
13 June	13 de junho
10 June	10 de junho
7 June	7 de junho
11 June	11 de junho
9 June	9 de junho
12 June	12 de junho
6 June	6 de junho
8 June	8 de junho
5 June	5 de junho
3 June	3 de junho
2 June	2 de junho
1 June	1 de junho
4 June	4 de junho
Naples	Nápoles
22 December	22 de dezembro
1968	1968
Friedrich Ebert	Friedrich Ebert
1967	1967
1966	1966
1965	1965
1964	1964
16 June	16 de junho
30 June	30 de junho
29 June	29 de junho
28 June	28 de junho
26 June	26 de junho
25 June	25 de junho
22 June	22 de junho
27 June	27 de junho
24 June	24 de junho
20 June	20 de junho
Paul von Hindenburg	Paul von Hindenburg
23 June	23 de junho
19 June	19 de junho
18 June	18 de junho
21 June	21 de junho
17 June	17 de junho
23 December	23 de dezembro
15 July	15 de julho
13 July	13 de julho
12 July	12 de julho
10 July	10 de julho
9 July	9 de julho
14 July	14 de julho
8 July	8 de julho
7 July	7 de julho
6 July	6 de julho
5 July	5 de julho
2 July	2 de julho
4 July	4 de julho
3 July	3 de julho
1 July	1 de julho
11 July	11 de julho
24 December	24 de dezembro
31 July	31 de julho
30 July	30 de julho
29 July	29 de julho
28 July	28 de julho
27 July	27 de julho
25 July	25 de julho
24 July	24 de julho
23 July	23 de julho
26 July	26 de julho
22 July	22 de julho
19 July	19 de julho
21 July	21 de julho
20 July	20 de julho
17 July	17 de julho
18 July	18 de julho
16 July	16 de julho
Bọ́ọ̀lù-ẹlẹ́sẹ̀	Futebol
25 December	25 de dezembro
1963	1963
Lech Kaczyński	Lech Kaczyński
26 December	26 de dezembro
1962	1962
IPhone	IPhone
14 August	14 de agosto
15 August	15 de agosto
13 August	13 de agosto
12 August	12 de agosto
11 August	11 de agosto
10 August	10 de agosto
8 August	8 de agosto
7 August	7 de agosto
9 August	9 de agosto
5 August	5 de agosto
4 August	4 de agosto
2 August	2 de agosto
3 August	3 de agosto
6 August	6 de agosto
1 August	1 de agosto
27 December	27 de dezembro
Madrid	Madrid
16 August	16 de agosto
Kòká Kolà	Coca-Cola
29 August	29 de agosto
28 August	28 de agosto
30 August	30 de agosto
25 August	25 de agosto
26 August	26 de agosto
23 August	23 de agosto
27 August	27 de agosto
21 August	21 de agosto
20 August	20 de agosto
24 August	24 de agosto
18 August	18 de agosto
17 August	17 de agosto
22 August	22 de agosto
19 August	19 de agosto
31 August	31 de agosto
Michael Jackson	Michael Jackson
28 December	28 de dezembro
Freiburg	Friburgo em Brisgóvia
Àrùn òtútù	Gripe
Bogotá	Bogotá
Bràsílíà	Brasília
15 September	15 de setembro
14 September	14 de setembro
13 September	13 de setembro
12 September	12 de setembro
8 September	8 de setembro
11 September	11 de setembro
7 September	7 de setembro
10 September	10 de setembro
5 September	5 de setembro
4 September	4 de setembro
9 September	9 de setembro
2 September	2 de setembro
6 September	6 de setembro
1 September	1 de setembro
3 September	3 de setembro
29 December	29 de dezembro
Alexander Lukashenko	Aleksandr Lukashenko
Lima	Lima
30 September	30 de setembro
29 September	29 de setembro
28 September	28 de setembro
27 September	27 de setembro
26 September	26 de setembro
25 September	25 de setembro
Santiago	Santiago (Chile)
23 September	23 de setembro
22 September	22 de setembro
24 September	24 de setembro
21 September	21 de setembro
20 September	20 de setembro
18 September	18 de setembro
17 September	17 de setembro
Orílẹ̀-èdè Olómìnira Sófìẹ̀tì Sósíálístì Bẹ́lárùs	República Socialista Soviética da Bielorrússia
19 September	19 de setembro
16 September	16 de setembro
Quito	Quito
30 December	30 de dezembro
Sucre	Sucre
31 December	31 de dezembro
1 October	1 de outubro
15 October	15 de outubro
12 October	12 de outubro
10 October	10 de outubro
14 October	14 de outubro
9 October	9 de outubro
8 October	8 de outubro
13 October	13 de outubro
7 October	7 de outubro
11 October	11 de outubro
6 October	6 de outubro
4 October	4 de outubro
5 October	5 de outubro
3 October	3 de outubro
2 October	2 de outubro
Asunción	Assunção
Ewúrẹ́	Capra aegagrus hircus
31 October	31 de outubro
30 October	30 de outubro
29 October	29 de outubro
28 October	28 de outubro
26 October	26 de outubro
25 October	25 de outubro
24 October	24 de outubro
27 October	27 de outubro
22 October	22 de outubro
23 October	23 de outubro
20 October	20 de outubro
21 October	21 de outubro
19 October	19 de outubro
17 October	17 de outubro
16 October	16 de outubro
18 October	18 de outubro
Heidelberg	Heidelberg
15 November	15 de novembro
14 November	14 de novembro
13 November	13 de novembro
12 November	12 de novembro
11 November	11 de novembro
10 November	10 de novembro
7 November	7 de novembro
8 November	8 de novembro
9 November	9 de novembro
6 November	6 de novembro
5 November	5 de novembro
4 November	4 de novembro
3 November	3 de novembro
2 November	2 de novembro
1 November	1 de novembro
Paramaribo	Paramaribo
30 November	30 de novembro
29 November	29 de novembro
28 November	28 de novembro
27 November	27 de novembro
26 November	26 de novembro
25 November	25 de novembro
23 November	23 de novembro
24 November	24 de novembro
21 November	21 de novembro
20 November	20 de novembro
22 November	22 de novembro
19 November	19 de novembro
18 November	18 de novembro
17 November	17 de novembro
16 November	16 de novembro
Göttingen	Gotinga
Kathmandu	Catmandu
Hudson Bay	Baía de Hudson
Belmopan	Belmopan
Charlemagne	Carlos Magno
San José, Kóstá Rikà	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Camberra
Sydney	Sydney
Melbourne	Melbourne
Iná	Fogo
Ojúọ̀run ayé	Atmosfera terrestre
Tegucigalpa	Tegucigalpa
Managua	Manágua
Ìlú Panamá	Cidade do Panamá
10427 Klinkenberg	10427 Klinkenberg
George Orwell	George Orwell
Ptolemy 9k Lathyros	Ptolemeu IX Sóter II
Ptolemy 10k Alexander 1k	Ptolemeu X Alexandre I
Ptolemy 8k Physcon	Ptolemeu VIII Evérgeta II
Nílò	Rio Nilo
Odò Niger	Rio Níger
Rabat	Rabat
Algiers	Argel
Tunis	Tunes
Tripoli	Trípoli
Jack Angel	Jack Angel
Ìlú Djibouti	Djibouti (cidade)
Tehran	Teerã
Addis Ababa	Adis Abeba
Jakarta	Jacarta
Ankara	Ancara
Asmara	Asmara
N'Djamena	N'Djamena
Niamey	Niamey
Nouakchott	Nouakchott
Riyadh	Riade
1961	1961
Bamako	Bamako
Belgrade	Belgrado
Dakar	Dakar
Banjul	Banjul
Conakry	Conacri
Bissau	Bissau
Ẹ̀ka:Àdàkọ Wikipedia	Categoria:!Predefinições Wikipédia
Monrovia	Monróvia
Praia	Praia (Cabo Verde)
1960	1960
Ẹ̀ka:Àdàkọ	Categoria:!Predefinições por tema
Aakrá	Acra
Dàmáskù	Damasco
Yamoussoukro	Yamoussoukro
Gùyánà Fránsì	Guiana Francesa
Ouagadougou	Ouagadougou
Freetown	Freetown
Odò Amasónì	Rio Amazonas
Abùjá	Abuja
Lomé	Lomé
Porto-Novo	Porto Novo (Benim)
Amman	Amã
Tübingen	Tubinga
Yaoundé	Yaoundé
Malabo	Malabo
Beirut	Beirute
Libreville	Libreville
Muscat	Mascate
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Ẹ̀ka:Àwọn àdàkọ orílẹ̀-èdè	Categoria:!Predefinições sobre países
Bujumbura	Bujumbura
Nicosia	Nicósia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairóbi
Lilongwe	Lilongwe
Lusaka	Lusaka
Manama	Manama
Ìsúlẹ̀ Òòrùn	Eclipse solar
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni, Comoros	Moroni
Mbabane	Mbabane
Maseru	Maseru
Albert 2k ilẹ̀ Mónakò	Alberto II de Mônaco
Albert 2k ilẹ̀ Bẹ́ljíọ̀m	Alberto II da Bélgica
Antananarivo	Antananarivo
Yunifásítì	Universidade
Gaborone	Gaborone
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretória
Port Louis	Port Louis
São Tomé	São Tomé (São Tomé e Príncipe)
Windhoek	Windhoek
Wikipedia:Àpótí àdánwò	Wikipédia:Página de testes
Victoria, Ṣèíhẹ́lẹ́sì	Victoria (Seychelles)
Austrálíà (orílẹ̀)	Austrália (continente)
Áljẹ́brà	Álgebra
Ramesses 9k	Ramsés IX
Odò	Rio
Ramesses 10k	Ramsés X
Duke Ellington	Duke Ellington
Osasco	Osasco
36 SK	36 a.C.
Ramesses 5k	Ramsés V
20 SK	20 a.C.
40 SK	40 a.C.
39 SK	39 a.C.
37 SK	37 a.C.
22 SK	22 a.C.
Ammonia	Amoníaco
38 SK	38 a.C.
Fujairah	Al Fujayrah
Glasgow	Glasgow
28 SK	28 a.C.
18 SK	18 a.C.
15 SK	15 a.C.
33 SK	33 a.C.
Chris Rock	Chris Rock
30 SK	30 a.C.
12 SK	12 a.C.
Pápá Ọkọ̀ Òfurufú Đồng Hới	Aeroporto de Dong Hoi
Òfurufú	Espaço sideral
45 SK	45 a.C.
46 SK	46 a.C.
Ìwéìgbésíayéaraẹni	Autobiografia
41 SK	41 a.C.
49 SK	49 a.C.
42 SK	42 a.C.
25 SK	25 a.C.
47 SK	47 a.C.
10 SK	10 a.C.
Tẹ́lískópù	Telescópio
James Coburn	James Coburn
Ẹ̀ka:Ìtàn ilẹ̀ Benin	Categoria:História do Benim
Peter Abelard	Abelardo
Àkójọ àwọn èdè gẹ́gẹ́ bíi iye àwọn afisọ̀rọ̀ abínibí	Lista de línguas por total de falantes
Kùrìtíbà	Curitiba
Ẹ̀ka:Àwọn àgbájọ gẹ́gẹ́ bíi orí-ọ̀rọ̀	Categoria:Organizações por assunto
Ìwọòrùn Áfríkà	África Ocidental
Alpha Condé	Alpha Condé
Faure Gnassingbé	Faure Gnassingbé
Ẹ̀ka:1888	Categoria:1888
Pópù Pius 8k	Papa Pio VIII
Pópù Benedict 15k	Papa Bento XV
Ẹ̀ka:Àwọn olóṣèlú Sófìẹ̀tì	Categoria:Soviéticos
Bernard Katz	Bernard Katz
Àmì ọ̀pá àṣẹ ilẹ̀ Perú	Brasão de armas do Peru
Jonathan Winters	Jonathan Winters
Sean Connery	Sean Connery
Àsìá ilẹ̀ àwọn Erékùṣù Fàróè	Bandeira das Ilhas Feroé
Ìwé Jóòbù	Livro de Jó
Ìwé Òwe	Livro dos Provérbios
Ariary	Ariary malgaxe
Léònè	Leone (moeda)
Tala	Tala (moeda)
Shilling Tànsáníà	Xelim tanzaniano
Escudo Kepu Ferde	Escudo cabo-verdiano
Dọ́là Fíjì	Dólar de Fiji
Rajiv Gandhi	Rajiv Gandhi
Franki Djìbútì	Franco do Jibuti
Rupee Ṣèíhẹ́lẹ́sì	Rupia das Seicheles
Rupee Sri Lanka	Rupia do Sri Lanka
Àdàkọ:Location map Turkey	Predefinição:Mapa de localização/Turquia
Dinar Tùnísíà	Dinar tunisiano
Shilling Sòmálíà	Xelim somaliano
Kọnfukiọsi	Confúcio
Lari	Lari (moeda)
Pa'anga	Pa'anga
Corbin Bleu	Corbin Bleu
Ẹ̀ka:Mathimátíkì	Categoria:Matemática
Àwọn Erékùṣù Fàróè	Ilhas Feroe
Mohamed Morsi	Mohamed Morsi
Ẹ̀ka:Ìtàn ilẹ̀ Mòrókò	Categoria:História de Marrocos
Àsìá ilẹ̀ Kíprù	Bandeira de Chipre
Barbra Streisand	Barbra Streisand
Àdàkọ:Country data Iran	Predefinição:Country data Irã
107 SK	107 a.C.
143 SK	143 a.C.
Moncef Marzouki	Moncef Marzouki
Lempira	Lempira
Àmì ọ̀pá àṣẹ ilẹ̀ Họ̀ndúràs	Brasão de armas das Honduras
126 SK	126 a.C.
Peso Mẹ́ksíkò	Peso mexicano
Franki Kóngò	Franco congolês
Porfirio Lobo Sosa	Porfirio Lobo Sosa
Franki Rùwándà	Franco ruandês
116 SK	116 a.C.
136 SK	136 a.C.
113 SK	113 a.C.
140 SK	140 a.C.
150 SK	150 a.C.
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1888	Categoria:Nascidos em 1888
130 SK	130 a.C.
1488	1488
Euro	Euro
Dọ́là Orílẹ̀-èdè Amẹ́ríkà	Dólar dos Estados Unidos
Òkun Mẹditéránì	Mar Mediterrâneo
Orin-ìyìn Orílẹ̀-èdè Perú	Himno Nacional del Perú
Hermann Melville	Herman Melville
Ẹ̀ka:Àwọn yunifásítì ní orílẹ̀-èdè kọ̀ọ̀kan	Categoria:Universidades por país
James Meredith	James Meredith
Ẹ̀sìn Krístì	Cristianismo
Àdàkọ:Àwọn orílẹ̀-èdè Ásíà	Predefinição:Países da Ásia
1004	1004
Seattle	Seattle
Baltimore	Baltimore
Celine Dion	Céline Dion
Orílẹ̀	Continente
Èdè Abkhaz	Língua abecásia
Ẹyẹ	Aves
Olúìlú	Capital
Monzón	Monzón
Àdàkọ:Ẹ̀sìn ìmàle	Predefinição:Islã
Èdè Pọtogí	Língua portuguesa
Oṣù	Mês
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Ramesses 6k	Ramsés VI
Àdàkọ:Agbègbè ayé	Predefinição:Regiões do mundo
1949	1949
Huang Xianfan	Huang Xianfan
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Díámọ̀ndì	Diamante
Bill Gates	Bill Gates
Èdè Japaní	Língua japonesa
DVD	DVD
Ojúewé Àkọ́kọ́	Wikipédia:Página principal
1959	1959
Àdàkọ:Àyọkà dáradára	Predefinição:Artigo bom
1957	1957
Adolf Butenandt	Adolf Butenandt
1214	1214
1215	1215
Bọ́ọ̀lù-alápẹ̀rẹ̀	Basquetebol
1216	1216
1217	1217
1218	1218
1219	1219
Àwọn Ìdíje Òlímpíkì	Jogos Olímpicos
1220	1220
1221	1221
1222	1222
1223	1223
Ẹurásíà	Eurásia
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
1231	1231
1232	1232
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Himalaya	Himalaia
Cape Town	Cidade do Cabo
Durban	Durban
1247	1247
1248	1248
1249	1249
1250	1250
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
1263	1263
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Salvador Dalí	Salvador Dalí
Vincent van Gogh	Vincent van Gogh
Hokusai	Katsushika Hokusai
Michelangelo	Michelangelo
Pablo Picasso	Pablo Picasso
Rembrandt	Rembrandt
Eminem	Eminem
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Matsuo Bashō	Matsuo Bashō
Lord Byron	Lord Byron
Miguel de Cervantes	Miguel de Cervantes
Anton Chekhov	Anton Tchekhov
Charles Dickens	Charles Dickens
Àwọn Erékùṣù Åland	Åland
1306	1306
1307	1307
Philippe Pétain	Philippe Pétain
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
Adolphe Thiers	Louis Adolphe Thiers
1314	1314
1315	1315
1316	1316
1317	1317
Pierre-Joseph Proudhon	Pierre-Joseph Proudhon
Peter Kropotkin	Piotr Kropotkin
1318	1318
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
1324	1324
1325	1325
1326	1326
Àwọn Erékùṣù Káímàn	Ilhas Cayman
1327	1327
Shelly-Ann Fraser-Pryce	Shelly-Ann Fraser-Pryce
1328	1328
Mẹ́kkà	Meca
Che Guevara	Che Guevara
Novak Djokovic	Novak Djokovic
Àwọn Erékùṣù Kánárì	Canárias
Mao Zedong	Mao Tsé-Tung
Ceuta	Ceuta
Melilla	Melilha
Kabul	Cabul
Gabriel García Márquez	Gabriel García Márquez
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Èdè Tàmil	Língua tâmil
Ìmòye	Filosofia
1329	1329
Chuck Berry	Chuck Berry
Jimi Hendrix	Jimi Hendrix
James Brown	James Brown
Ẹ̀ka:Àwọn ojúewé fún ìparẹ́ kíákíá	Categoria:!Páginas para eliminação rápida
1330	1330
1331	1331
1332	1332
1333	1333
1334	1334
1335	1335
1336	1336
1337	1337
1338	1338
1339	1339
1340	1340
50 Cent	50 Cent
1341	1341
1342	1342
1343	1343
1344	1344
1345	1345
Dr. Dre	Dr. Dre
1346	1346
1347	1347
1348	1348
1349	1349
1350	1350
Snoop Dogg	Snoop Dogg
Marco Polo	Marco Polo
1351	1351
Hebe Camargo	Hebe Camargo
Portland	Portland (Oregon)
Tupac Shakur	Tupac Shakur
1400	1400
1401	1401
1352	1352
1402	1402
1353	1353
1403	1403
1354	1354
1404	1404
1355	1355
1405	1405
1500	1500
1406	1406
1356	1356
1501	1501
1407	1407
1357	1357
1502	1502
1408	1408
1358	1358
1503	1503
1359	1359
1409	1409
1504	1504
1360	1360
1410	1410
1505	1505
1506	1506
1411	1411
1361	1361
1507	1507
1412	1412
1362	1362
1413	1413
1508	1508
1363	1363
1509	1509
1414	1414
1510	1510
1415	1415
1364	1364
Ìṣekọ́múnístì	Comunismo
1511	1511
1416	1416
1365	1365
1512	1512
1417	1417
1366	1366
Pepi 2k Neferkare	Pepi II
1513	1513
1418	1418
1367	1367
1514	1514
1419	1419
1368	1368
1515	1515
1420	1420
1369	1369
1516	1516
1421	1421
Ramesses 7k	Ramsés VII
1370	1370
Apáìwọ̀orùn Sàhárà	Saara Ocidental
1371	1371
Orílẹ̀-èdè	País
1372	1372
1373	1373
1422	1422
1517	1517
Ìbínibí	Nação
1423	1423
1518	1518
1374	1374
1424	1424
1375	1375
1519	1519
Joe Biden	Joe Biden
1376	1376
1425	1425
1520	1520
1521	1521
1377	1377
1426	1426
Hillary Rodham Clinton	Hillary Clinton
1522	1522
1523	1523
1427	1427
1378	1378
1524	1524
1525	1525
1428	1428
1379	1379
1526	1526
1429	1429
1380	1380
1381	1381
1382	1382
1383	1383
1430	1430
1431	1431
Indianapolis	Indianápolis
1384	1384
1432	1432
1385	1385
1386	1386
1433	1433
1387	1387
1434	1434
1435	1435
1388	1388
Web browser	Navegador (informática)
1436	1436
1389	1389
1437	1437
1390	1390
1438	1438
1391	1391
1439	1439
1392	1392
1440	1440
1393	1393
1394	1394
1395	1395
1441	1441
1396	1396
1397	1397
1442	1442
1527	1527
1528	1528
1398	1398
1443	1443
1444	1444
1529	1529
1399	1399
1445	1445
Boeing 787	Boeing 787
1530	1530
1446	1446
1531	1531
1447	1447
1532	1532
1448	1448
1533	1533
1449	1449
1534	1534
1450	1450
1535	1535
1451	1451
1536	1536
1452	1452
1537	1537
1453	1453
1538	1538
1454	1454
1539	1539
1455	1455
1540	1540
Ẹ̀ka:Ìtòràwọ̀	Categoria:Astronomia
Søren Kierkegaard	Søren Kierkegaard
1541	1541
1456	1456
1457	1457
1542	1542
1458	1458
1543	1543
1459	1459
1544	1544
Jean-Jacques Rousseau	Jean-Jacques Rousseau
1460	1460
1545	1545
1461	1461
1546	1546
Ìjídìde Fránsì	Revolução Francesa
Günter Grass	Günter Grass
1462	1462
1547	1547
1463	1463
1548	1548
1464	1464
1549	1549
1465	1465
1550	1550
1466	1466
1551	1551
1467	1467
Ẹ̀ka:Àwọn atòràwọ̀	Categoria:Astrónomos
1468	1468
1552	1552
1469	1469
1553	1553
1470	1470
1554	1554
1471	1471
1555	1555
Sàhárà	Deserto do Saara
1472	1472
1556	1556
1473	1473
1557	1557
1474	1474
1558	1558
1475	1475
1559	1559
1476	1476
1560	1560
1477	1477
1478	1478
1561	1561
1479	1479
1562	1562
1480	1480
1563	1563
1481	1481
1564	1564
1482	1482
1565	1565
1483	1483
1566	1566
1484	1484
1567	1567
1485	1485
1486	1486
1568	1568
1487	1487
1569	1569
Èdè Kroatíà	Língua croata
1570	1570
1489	1489
1571	1571
1490	1490
1572	1572
1491	1491
1573	1573
1492	1492
1574	1574
1493	1493
1575	1575
Homer	Homero
1494	1494
1495	1495
1496	1496
1576	1576
1497	1497
1577	1577
1498	1498
1578	1578
1499	1499
1579	1579
1580	1580
1581	1581
1582	1582
1600	1600
Carl Friedrich Gauss	Carl Friedrich Gauss
1601	1601
1583	1583
1602	1602
1584	1584
1603	1603
1585	1585
1604	1604
1586	1586
1605	1605
1587	1587
1606	1606
1607	1607
1588	1588
1608	1608
1589	1589
1609	1609
1590	1590
1610	1610
1591	1591
1611	1611
1592	1592
1612	1612
1593	1593
1613	1613
1594	1594
1614	1614
1595	1595
1615	1615
1596	1596
1616	1616
1597	1597
1617	1617
1598	1598
1618	1618
1599	1599
1619	1619
1620	1620
1621	1621
1700	1700
1701	1701
1622	1622
1623	1623
1702	1702
1624	1624
1703	1703
1704	1704
1625	1625
1705	1705
